lengthKm,xOverL,uxPISM
40,0.630000,64.95704050
40,0.640000,66.57020624
40,0.650000,67.78673552
40,0.660000,69.03254669
40,0.670000,70.04676475
40,0.680000,70.71758615
40,0.690000,71.38042158
40,0.700000,71.91281951
40,0.710000,71.99800318
40,0.720000,72.25887817
40,0.730000,72.25887817
40,0.740000,72.40528760
40,0.750000,72.40528760
40,0.760000,72.40528760
40,0.770000,72.40528760
40,0.780000,72.25887817
40,0.790000,72.25887817
40,0.800000,71.96605931
40,0.810000,71.67324044
40,0.820000,71.23401215
40,0.830000,70.56052876
40,0.840000,69.80186170
40,0.850000,68.69181201
40,0.860000,67.44333885
40,0.870000,65.95528663
40,0.880000,64.32082497
40,0.890000,62.24713502
40,0.900000,60.17344506
40,0.910000,57.82823216
40,0.920000,55.40848355
40,0.930000,52.63202832
40,0.940000,49.88751697
40,0.950000,46.85018676
40,0.960000,43.81285654
40,0.970000,40.92193576
40,0.980000,37.74884407
40,0.990000,35.06822047
40,1.000000,33.51361850
80,0.000000,27.32388071
80,0.010000,24.98855295
80,0.020000,22.23130353
80,0.030000,19.72408177
80,0.040000,17.02586665
80,0.050000,15.05689887
80,0.060000,12.98548920
80,0.070000,11.29606622
80,0.080000,9.92438672
80,0.090000,8.47978249
80,0.100000,7.22617161
80,0.110000,6.35454742
80,0.120000,5.48292323
80,0.130000,4.81618282
80,0.140000,4.18937738
80,0.150000,3.68411316
80,0.160000,3.30212646
80,0.170000,2.92013977
80,0.180000,2.63712235
80,0.190000,2.53815307
80,0.200000,2.15616638
80,0.210000,2.15616638
80,0.220000,2.15616638
80,0.230000,2.15616638
80,0.240000,1.96517303
80,0.250000,1.96517303
80,0.260000,1.96517303
80,0.270000,2.15616638
80,0.280000,2.15616638
80,0.290000,2.15616638
80,0.300000,2.15616638
80,0.310000,2.53815307
80,0.320000,2.53815307
80,0.330000,2.92013977
80,0.340000,3.29865386
80,0.350000,3.54520890
80,0.360000,3.98102100
80,0.370000,4.60782644
80,0.380000,5.40305329
80,0.390000,5.93783466
80,0.400000,6.87022946
80,0.410000,8.06306973
80,0.420000,9.12568727
80,0.430000,10.76128485
80,0.440000,12.20588908
80,0.450000,14.22347335
80,0.460000,16.12125271
80,0.470000,18.38365573
80,0.480000,21.01589132
80,0.490000,23.75577771
80,0.500000,26.60331489
80,0.510000,29.87451005
80,0.520000,33.36100680
80,0.530000,37.12183945
80,0.540000,40.69167875
80,0.550000,44.62614171
80,0.560000,48.66825547
80,0.570000,52.82843785
80,0.580000,56.88096943
80,0.590000,60.64874729
80,0.600000,64.78462142
80,0.610000,68.73644742
80,0.620000,72.32885866
80,0.630000,75.62262576
80,0.640000,78.59691308
80,0.650000,81.40104268
80,0.660000,84.09925780
80,0.670000,86.16893116
80,0.680000,87.93996039
80,0.690000,89.38456462
80,0.700000,90.63817550
80,0.710000,91.42992974
80,0.720000,91.92303984
80,0.730000,92.30502654
80,0.740000,92.30502654
80,0.750000,92.49601989
80,0.760000,92.49601989
80,0.770000,92.30502654
80,0.780000,92.30502654
80,0.790000,91.92303984
80,0.800000,91.35005980
80,0.810000,90.30480530
80,0.820000,89.05119441
80,0.830000,87.41559683
80,0.840000,85.36675910
80,0.850000,83.24152403
80,0.860000,80.54330892
80,0.870000,77.47699754
80,0.880000,74.15197698
80,0.890000,70.73319606
80,0.900000,66.97236341
80,0.910000,63.20111294
80,0.920000,59.00446820
80,0.930000,54.80782346
80,0.940000,50.80217206
80,0.950000,46.83124673
80,0.960000,42.87942073
80,0.970000,38.73660139
80,0.980000,34.98097765
80,0.990000,31.90598475
80,1.000000,30.38845579
160,0.000000,24.99823203
160,0.010000,22.67997665
160,0.020000,20.11206299
160,0.030000,17.60797175
160,0.040000,15.42111546
160,0.050000,13.38818381
160,0.060000,11.58238488
160,0.070000,10.22709712
160,0.080000,8.87180935
160,0.090000,7.71174310
160,0.100000,6.78068668
160,0.110000,5.73700248
160,0.120000,5.05935860
160,0.130000,4.38171471
160,0.140000,3.77727890
160,0.150000,3.36431033
160,0.160000,2.96823593
160,0.170000,2.70356061
160,0.180000,2.53837319
160,0.190000,2.33188890
160,0.200000,2.12540462
160,0.210000,2.12540462
160,0.220000,1.99963691
160,0.230000,1.71243604
160,0.240000,1.71243604
160,0.250000,1.71243604
160,0.260000,1.71243604
160,0.270000,1.71243604
160,0.280000,1.91892033
160,0.290000,2.12540462
160,0.300000,2.12540462
160,0.310000,2.12540462
160,0.320000,2.53837319
160,0.330000,2.53837319
160,0.340000,2.95134176
160,0.350000,3.36431033
160,0.360000,3.68529953
160,0.370000,4.15645913
160,0.380000,4.80970032
160,0.390000,5.38785632
160,0.400000,6.04860604
160,0.410000,7.07351894
160,0.420000,8.21481390
160,0.430000,9.36361738
160,0.440000,10.71890514
160,0.450000,12.48716148
160,0.460000,14.33238013
160,0.470000,16.36531178
160,0.480000,18.60472771
160,0.490000,21.25711221
160,0.500000,24.11598100
160,0.510000,27.29771612
160,0.520000,30.47945124
160,0.530000,34.07415494
160,0.540000,37.79838059
160,0.550000,42.05195687
160,0.560000,46.34307574
160,0.570000,50.82190760
160,0.580000,55.04357267
160,0.590000,59.79458836
160,0.600000,64.67137175
160,0.610000,69.27409418
160,0.620000,73.62903547
160,0.630000,78.31435162
160,0.640000,82.58669919
160,0.650000,86.65256248
160,0.660000,90.09897292
160,0.670000,93.42524704
160,0.680000,96.46056603
160,0.690000,99.08291646
160,0.700000,100.90936382
160,0.710000,102.44297892
160,0.720000,103.65372768
160,0.730000,104.53410159
160,0.740000,104.65048364
160,0.750000,104.95457868
160,0.760000,104.95457868
160,0.770000,104.54161011
160,0.780000,104.25440924
160,0.790000,103.57676536
160,0.800000,102.28905427
160,0.810000,100.67847684
160,0.820000,98.33206451
160,0.830000,95.82797327
160,0.840000,92.91091346
160,0.850000,89.29931560
160,0.860000,85.36485140
160,0.870000,81.10752086
160,0.880000,77.02664053
160,0.890000,72.55156293
160,0.900000,67.86249252
160,0.910000,62.95942931
160,0.920000,58.21592214
160,0.930000,53.67889926
160,0.940000,49.34836066
160,0.950000,44.84888037
160,0.960000,40.37004851
160,0.970000,36.51066950
160,0.980000,32.86340617
160,0.990000,29.33252489
160,1.000000,27.69191339
